"age","bmass","mu","sigma","nu"
20,141.5,267.527812786755,0.099267075838479,1.52729887470918
20,141.6,267.680058135913,0.099274078332107,1.52636944726554
20,141.7,267.832669834381,0.0992810813306152,1.52544067596557
20,141.8,267.985640801967,0.099288084834056,1.52451255988351
20,141.9,268.138963933976,0.0992950888424815,1.52358509809553
20,142,268.292632075457,0.0993020933559434,1.52265828967977
20,142.1,268.446638046653,0.0993090983744928,1.5217321337163
20,142.2,268.600974678889,0.0993161038981819,1.52080662928717
20,142.3,268.755634896939,0.0993231099270649,1.51988177547631
20,142.4,268.910611636818,0.0993301164611966,1.51895757136962
20,142.5,269.065897818283,0.099337123500632,1.51803401605492
20,142.6,269.221486344745,0.099344131045426,1.51711110862194
20,142.7,269.377369992434,0.099351139095631,1.51618884816233
20,142.8,269.533541077549,0.0993581476512902,1.51526723376964
20,142.9,269.689991787535,0.0993651567124442,1.51434626453933
20,143,269.846714291613,0.0993721662791336,1.51342593956878
20,143.1,270.003703797784,0.0993791763514646,1.51250625795721
20,143.2,270.160963816566,0.0993861869297213,1.51158721880579
20,143.3,270.318485231452,0.0993931980139177,1.51066882121752
20,143.4,270.476254978317,0.0994002096039838,1.50975106429732
20,143.5,270.634259962385,0.0994072216998492,1.50883394715194
20,143.6,270.792487058111,0.0994142343014441,1.50791746889004
20,143.7,270.950923109063,0.0994212474086981,1.5070016286221
20,143.8,271.109554927825,0.0994282610215412,1.50608642546049
20,143.9,271.268369295886,0.099435275139903,1.50517185851941
20,144,271.427352963558,0.0994422897637135,1.50425792691491
20,144.1,271.586492649881,0.0994493048929022,1.5033446297649
20,144.2,271.745775042545,0.099456320527399,1.50243196618909
20,144.3,271.90518679782,0.0994633366671335,1.50151993530905
20,144.4,272.064714540481,0.0994703533120354,1.50060853624818
20,144.5,272.224344863756,0.0994773704620342,1.49969776813166
20,144.6,272.384064329263,0.0994843881170596,1.49878763008653
20,144.7,272.543859466971,0.0994914062770411,1.49787812124162
20,144.8,272.703716775152,0.0994984249419083,1.49696924072757
20,144.9,272.863622720352,0.0995054441115908,1.49606098767682
20,145,273.023563737361,0.099512463786018,1.4951533612236
20,145.1,273.183526229191,0.0995194839651193,1.49424636050394
20,145.2,273.343496567067,0.0995265046488242,1.49333998465564
20,145.3,273.503461090413,0.0995335258370621,1.49243423281831
20,145.4,273.663406106856,0.0995405475297624,1.4915291041333
20,145.5,273.823317713971,0.0995475697268507,1.49062459774376
20,145.6,273.98318126367,0.0995545924282379,1.48972071279459
20,145.7,274.142981895556,0.099561615633831,1.48881744843246
20,145.8,274.302704715007,0.0995686393435371,1.48791480380579
20,145.9,274.462334793217,0.0995756635572633,1.48701277806476
20,146,274.621857167236,0.0995826882749165,1.48611137036127
20,146.1,274.781256963993,0.099589713496406,1.48521057984901
20,146.2,274.940519772805,0.0995967392216507,1.48431040568337
20,146.3,275.099631274581,0.0996037654505717,1.48341084702147
20,146.4,275.258577118071,0.0996107921830901,1.48251190302219
20,146.5,275.417342919954,0.099617819419127,1.4816135728461
20,146.6,275.575914264925,0.0996248471586035,1.48071585565551
20,146.7,275.734276705793,0.0996318754014406,1.47981875061443
20,146.8,275.892415763584,0.0996389041475592,1.47892225688859
20,146.9,276.050316927655,0.0996459333968804,1.47802637364542
20,147,276.207965603763,0.0996529631493247,1.47713110005404
20,147.1,276.365346957802,0.0996599934048111,1.47623643528528
20,147.2,276.522446071674,0.099667024163258,1.47534237851165
20,147.3,276.679247995431,0.0996740554245841,1.47444892890735
20,147.4,276.835737747429,0.0996810871887076,1.47355608564827
20,147.5,276.991900314487,0.0996881194555471,1.47266384791196
20,147.6,277.147720652058,0.099695152225021,1.47177221487765
20,147.7,277.30318368441,0.0997021854970476,1.47088118572624
20,147.8,277.458274304813,0.0997092192715453,1.4699907596403
20,147.9,277.61297737573,0.0997162535484324,1.46910093580404
20,148,277.76727812333,0.0997232883276274,1.46821171340333
20,148.1,277.921163322378,0.0997303236090493,1.4673230916257
20,148.2,278.074620116564,0.0997373593926175,1.46643506966031
20,148.3,278.227635624826,0.099744395678251,1.46554764669799
20,148.4,278.380196044203,0.099751432465869,1.46466082193117
20,148.5,278.532283954094,0.09975846975539,1.46377459455393
20,148.6,278.683881001664,0.0997655075467322,1.46288896376198
20,148.7,278.834968798515,0.099772545839814,1.46200392875264
20,148.8,278.985528921007,0.0997795846345535,1.46111948872487
20,148.9,279.135542910593,0.099786623930869,1.46023564287922
20,149,279.284992274164,0.0997936637286788,1.45935239041787
20,149.1,279.433858484412,0.0998007040279009,1.4584697305446
20,149.2,279.582122980199,0.0998077448284533,1.45758766246478
20,149.3,279.729771718491,0.0998147861302594,1.4567061853854
20,149.4,279.876808848524,0.0998218279332614,1.45582529851502
20,149.5,280.023243090797,0.0998288702374069,1.4549450010638
20,149.6,280.16908319013,0.0998359130426432,1.45406529224348
20,149.7,280.314337915475,0.0998429563489179,1.45318617126739
20,149.8,280.459016059716,0.0998500001561781,1.45230763735043
20,149.9,280.603126439482,0.0998570444643714,1.45142968970906
20,150,280.746677894953,0.099864089273445,1.45055232756133
20,150.1,280.889679289681,0.0998711345833461,1.44967555012684
20,150.2,281.032139021137,0.0998781803940294,1.44879935662675
